Session,CCS,Arrival,Departure,Stay (min),Energy (Wh),Pmax (W),Preq_max (W),"Controlled session (0=False, 1=True)",TotalCapacity,BulkCapacity,SOC arrival,SOC departure,Energy capacity (Wh)
222,CCS1,6/20/2022 18:37,6/20/2022 19:07,31,45699.0,159126,353265,1,10000,8000,27,84,76165
235,CCS1,7/15/2022 7:38,7/15/2022 8:08,31,32834.0,155211,192417,1,80440,64352,43,80,84303
259,CCS1,7/18/2022 23:55,7/19/2022 0:25,31,49069.0,149961,225444,1,10000,8000,27,80,87954
272,CCS1,8/11/2022 8:40,8/11/2022 9:10,31,23161.0,86988,192417,1,80340,64272,64,90,84624
305,CCS1,10/15/2022 14:46,10/15/2022 15:16,31,44657.0,156543,353265,1,10000,8000,25,81,75757
355,CCS1,10/23/2022 19:35,10/23/2022 20:05,31,45005.0,158211,353265,1,10000,8000,19,73,79175
367,CCS1,10/25/2022 14:19,10/25/2022 14:49,31,23047.0,62130,179418,1,10000,8000,32,76,49761
382,CCS1,10/27/2022 18:42,10/27/2022 19:12,31,32320.0,87252,160245,0,10000,8000,30,75,68231
392,CCS1,10/29/2022 10:26,10/29/2022 10:56,31,20427.0,56331,57900,0,10000,8000,27,95,28538
425,CCS1,11/3/2022 16:50,11/3/2022 17:20,31,44357.0,158088,353265,1,10000,8000,29,82,79508
441,CCS1,11/5/2022 11:56,11/5/2022 12:26,31,39580.0,111093,160245,1,10000,8000,15,68,70945
509,CCS1,11/13/2022 13:18,11/13/2022 13:48,31,15655.0,138801,229743,1,10000,8000,73,99,57201
557,CCS1,11/19/2022 18:04,11/19/2022 18:34,31,38783.0,123690,353265,1,10000,8000,31,80,75192
624,CCS1,2/20/2023 12:24,2/20/2023 12:54,31,21606.0,59403,110514,0,50000,40000,21,69,42762
634,CCS1,2/24/2023 18:07,2/24/2023 18:37,31,23977.0,67095,110514,0,50000,40000,26,81,41415
635,CCS1,2/25/2023 11:12,2/25/2023 11:42,31,38502.0,120060,353265,1,10000,8000,36,79,85043
681,CCS1,3/7/2023 12:29,3/7/2023 12:59,31,28688.0,80229,353265,1,10000,8000,54,89,77867
749,CCS1,3/23/2023 6:50,3/23/2023 7:20,31,7984.0,22434,179418,1,10000,8000,87,100,58345
787,CCS1,3/30/2023 15:01,3/30/2023 15:31,31,36610.0,127551,353265,1,10000,8000,37,86,70979
932,CCS1,5/11/2023 18:09,5/11/2023 18:39,31,21869.0,58230,224907,1,10000,8000,35,76,50672
979,CCS1,5/23/2023 13:48,5/23/2023 14:18,31,30366.0,96666,353265,1,10000,8000,49,91,68685
986,CCS1,5/24/2023 9:23,5/24/2023 9:53,31,23871.0,57048,127872,1,10000,8000,46,83,61307
1060,CCS1,6/22/2023 8:00,6/22/2023 8:30,31,25811.0,69414,160245,0,10000,8000,50,86,68112
1075,CCS1,6/25/2023 0:09,6/25/2023 0:39,31,55990.0,162693,353265,1,10000,8000,2,70,78221
1133,CCS2,4/13/2022 9:04,4/13/2022 9:34,31,66782.0,174846,249114,1,10000,8000,22,79,111303
1236,CCS2,6/6/2022 20:58,6/6/2022 21:28,31,19349.0,86082,122046,0,42000,33600,37,90,34682
1251,CCS2,6/10/2022 13:22,6/10/2022 13:52,31,28451.0,87825,352230,1,10000,8000,51,90,69304
1276,CCS2,6/18/2022 11:23,6/18/2022 11:53,31,11405.0,27531,30300,1,10000,8000,3,100,11170
1293,CCS2,7/13/2022 16:59,7/13/2022 17:29,31,26056.0,64389,159210,1,10000,8000,47,80,74987
1299,CCS2,7/15/2022 11:51,7/15/2022 12:21,31,38027.0,129078,159210,1,10000,8000,23,75,69472
1311,CCS2,7/18/2022 19:53,7/18/2022 20:23,31,11395.0,27465,30300,1,10000,8000,1,100,10935
1333,CCS2,10/12/2022 17:33,10/12/2022 18:03,31,16678.0,44634,51612,0,10000,8000,44,93,32335
1363,CCS2,10/18/2022 10:45,10/18/2022 11:15,31,43541.0,122856,137406,1,10000,8000,26,80,76600
1439,CCS2,11/3/2022 10:43,11/3/2022 11:13,31,28594.0,123639,251262,1,10000,8000,21,79,46835
1546,CCS2,2/26/2023 9:07,2/26/2023 9:37,31,44700.0,120579,176505,1,10000,8000,26,79,80123
1596,CCS2,3/13/2023 17:26,3/13/2023 17:56,31,32356.0,148272,224409,1,10000,8000,50,86,85384
1644,CCS2,3/28/2023 16:41,3/28/2023 17:11,31,33632.0,130848,176505,1,10000,8000,25,66,77928
1675,CCS2,4/6/2023 0:29,4/6/2023 0:59,31,51692.0,157830,352230,1,10000,8000,14,74,81846
1684,CCS2,4/8/2023 9:08,4/8/2023 9:38,31,28968.0,88155,176505,1,10000,8000,62,94,86026
1703,CCS2,4/18/2023 16:44,4/18/2023 17:14,31,39321.0,119616,137406,1,10000,8000,21,68,79479
1706,CCS2,4/19/2023 13:48,4/19/2023 14:18,31,31008.0,148602,224409,1,10000,8000,51,83,92084
1719,CCS2,4/23/2023 11:53,4/23/2023 12:23,31,34013.0,146190,352230,1,10000,8000,20,58,85033
1737,CCS2,5/11/2023 15:46,5/11/2023 16:16,31,22118.0,57210,159210,0,10000,8000,61,90,72456
1738,CCS2,5/11/2023 17:32,5/11/2023 18:02,31,52104.0,173121,270597,1,10000,8000,19,82,78570
1744,CCS2,5/12/2023 13:53,5/12/2023 14:23,31,19076.0,61596,92595,0,10000,8000,56,80,75509
1765,CCS2,5/19/2023 17:09,5/19/2023 17:39,31,35638.0,105330,223872,1,10000,8000,34,80,73600
16,CCS1,4/16/2022 12:56,4/16/2022 13:27,32,48483.0,158136,353265,1,10000,8000,19,84,70860
75,CCS1,5/18/2022 1:58,5/18/2022 2:29,32,51317.0,159654,353265,1,10000,8000,14,81,72763
135,CCS1,6/4/2022 22:49,6/4/2022 23:20,32,11724.0,27882,31200,0,10000,8000,1,100,11250
203,CCS1,6/17/2022 17:40,6/17/2022 18:11,32,11386.0,27756,31200,1,10000,8000,1,100,10926
273,CCS1,8/11/2022 10:41,8/11/2022 11:12,32,65445.0,162180,177540,1,10000,8000,15,88,85168
403,CCS1,10/30/2022 22:09,10/30/2022 22:40,32,50454.0,157188,353265,1,10000,8000,13,75,77309
414,CCS1,11/1/2022 12:57,11/1/2022 13:28,32,26473.0,79989,110514,0,50000,40000,29,88,42625
505,CCS1,11/12/2022 13:20,11/12/2022 13:51,32,24120.0,71994,138441,1,10000,8000,1,98,23623
516,CCS1,11/14/2022 11:14,11/14/2022 11:45,32,24449.0,65598,110514,0,50000,40000,22,76,43012
532,CCS1,11/16/2022 5:53,11/16/2022 6:24,32,27337.0,74499,110514,1,50000,40000,19,78,44017
565,CCS1,11/21/2022 6:56,11/21/2022 7:27,32,12816.0,39663,179418,1,10000,8000,69,90,57950
631,CCS1,2/24/2023 12:14,2/24/2023 12:45,32,49876.0,139059,260826,1,10000,8000,16,80,74035
727,CCS1,3/17/2023 16:47,3/17/2023 17:18,32,47449.0,110796,177540,1,10000,8000,36,90,83460
738,CCS1,3/19/2023 2:39,3/19/2023 3:10,32,46665.0,160149,353265,1,10000,8000,25,89,69268
904,CCS1,4/23/2023 18:39,4/23/2023 19:10,32,40916.0,134562,353265,1,10000,8000,30,85,70673
924,CCS1,5/9/2023 11:34,5/9/2023 12:05,32,25950.0,73905,179418,1,10000,8000,30,80,49305
930,CCS1,5/10/2023 16:23,5/10/2023 16:54,32,42161.0,101985,138441,1,10000,8000,22,84,64602
965,CCS1,5/20/2023 16:54,5/20/2023 17:25,32,35900.0,105396,353265,1,10000,8000,44,89,75789
974,CCS1,5/22/2023 16:06,5/22/2023 16:37,32,26451.0,68190,160245,0,10000,8000,50,87,67915
980,CCS1,5/23/2023 14:31,5/23/2023 15:02,32,15999.0,47268,179418,1,10000,8000,69,95,58435
983,CCS1,5/23/2023 19:36,5/23/2023 20:07,32,33512.0,115008,353265,1,10000,8000,46,91,70748
1191,CCS2,5/18/2022 15:16,5/18/2022 15:47,32,46491.0,142026,159210,0,10000,8000,21,81,73611
1202,CCS2,5/20/2022 21:59,5/20/2022 22:30,32,11512.0,27768,30300,1,10000,8000,1,100,11047
1205,CCS2,5/21/2022 16:03,5/21/2022 16:34,32,29110.0,108333,111900,1,50000,40000,25,85,46091
1255,CCS2,6/11/2022 9:03,6/11/2022 9:34,32,37982.0,104844,159210,0,10000,8000,28,80,69390
1277,CCS2,6/18/2022 13:26,6/18/2022 13:57,32,21314.0,83298,122046,0,42000,33600,35,90,36815
1304,CCS2,7/16/2022 15:51,7/16/2022 16:22,32,10873.0,27459,30600,1,10000,8000,5,100,10873
1370,CCS2,10/19/2022 12:14,10/19/2022 12:45,32,24367.0,62745,159210,0,10000,8000,24,80,41337
1415,CCS2,10/29/2022 18:58,10/29/2022 19:29,32,18824.0,61257,92595,1,10000,8000,57,82,71503
1420,CCS2,10/30/2022 14:54,10/30/2022 15:25,32,32050.0,120477,176505,1,10000,8000,65,100,86993
1428,CCS2,11/1/2022 19:29,11/1/2022 20:00,32,51555.0,138891,221187,1,10000,8000,24,86,78996
1435,CCS2,11/2/2022 18:54,11/2/2022 19:25,32,54508.0,149958,366837,1,10000,8000,1,64,82195
1449,CCS2,11/6/2022 10:29,11/6/2022 11:00,32,38015.0,162621,270597,1,10000,8000,29,62,109437
1483,CCS2,11/15/2022 16:15,11/15/2022 16:46,32,36256.0,105141,221187,1,10000,8000,35,80,76540
1500,CCS2,11/19/2022 12:37,11/19/2022 13:08,32,26173.0,62103,159210,1,10000,8000,14,73,42143
1551,CCS2,2/26/2023 18:56,2/26/2023 19:27,32,28367.0,62970,159210,1,10000,8000,20,57,72854
1570,CCS2,3/3/2023 13:59,3/3/2023 14:30,32,35939.0,89190,137406,0,10000,8000,27,77,68284
1581,CCS2,3/6/2023 10:28,3/6/2023 10:59,32,42499.0,107394,137406,0,10000,8000,25,87,65119
1701,CCS2,4/17/2023 11:24,4/17/2023 11:55,32,12794.0,46524,57333,0,10000,8000,58,97,31165
1718,CCS2,4/22/2023 20:34,4/22/2023 21:05,32,56729.8,169086,176505,1,10000,8000,33,93,89822
1815,CCS2,6/17/2023 13:23,6/17/2023 13:54,32,18413.0,51444,55773,0,10000,8000,39,77,46032
19,CCS1,4/16/2022 23:42,4/17/2022 0:14,33,34172.0,117048,138441,0,10000,8000,50,100,64927
42,CCS1,4/22/2022 20:56,4/22/2022 21:28,33,41566.0,160023,177540,1,10000,8000,54,100,85843
55,CCS1,4/26/2022 20:42,4/26/2022 21:14,33,40250.0,145608,353265,1,10000,8000,37,90,72146
104,CCS1,5/22/2022 20:54,5/22/2022 21:26,33,42261.0,149511,353265,1,10000,8000,33,90,70435
113,CCS1,5/24/2022 19:46,5/24/2022 20:18,33,39227.0,152736,353265,1,10000,8000,36,90,68998
252,CCS1,7/17/2022 16:13,7/17/2022 16:45,33,54061.0,162648,353265,1,10000,8000,13,78,79012
256,CCS1,7/18/2022 16:18,7/18/2022 16:50,33,22128.0,95859,123081,0,42000,33600,33,91,36244
264,CCS1,8/3/2022 13:43,8/3/2022 14:15,33,61794.0,165039,175659,1,10000,8000,23,94,82694
274,CCS1,8/11/2022 17:17,8/11/2022 17:49,33,61290.0,165849,175659,1,10000,8000,24,94,83191
313,CCS1,10/16/2022 15:39,10/16/2022 16:11,33,41227.0,112962,160245,0,10000,8000,23,80,68712
325,CCS1,10/18/2022 17:39,10/18/2022 18:11,33,46048.0,158652,353265,1,10000,8000,30,84,81010
341,CCS1,10/21/2022 16:36,10/21/2022 17:08,33,46563.0,134556,160245,0,10000,8000,16,80,69117
393,CCS1,10/29/2022 12:10,10/29/2022 12:42,33,48222.0,144357,192417,1,76800,61440,20,80,76352
445,CCS1,11/5/2022 16:17,11/5/2022 16:49,33,24789.0,69519,138441,1,10000,8000,1,98,24278
572,CCS1,11/22/2022 9:10,11/22/2022 9:42,33,24024.0,54312,160245,0,10000,8000,47,80,69139
598,CCS1,2/14/2023 22:30,2/14/2023 23:02,33,37248.0,98925,179418,1,10000,8000,6,69,56177
664,CCS1,3/2/2023 19:00,3/2/2023 19:32,33,50680.0,157554,353265,1,10000,8000,22,79,84467
665,CCS1,3/3/2023 8:55,3/3/2023 9:27,33,19022.0,48123,93630,0,10000,8000,44,66,82140
815,CCS1,4/4/2023 16:40,4/4/2023 17:12,33,19149.0,49269,353265,1,10000,8000,69,90,86585
838,CCS1,4/7/2023 13:17,4/7/2023 13:49,33,24476.0,63792,110514,1,50000,40000,25,80,42277
869,CCS1,4/16/2023 18:05,4/16/2023 18:37,33,38876.5,116463,353265,1,10000,8000,38,89,72417
874,CCS1,4/17/2023 17:46,4/17/2023 18:18,33,59356.0,169938,175659,1,10000,8000,32,100,82924
913,CCS1,5/2/2023 16:14,5/2/2023 16:46,33,31741.0,77511,160245,0,10000,8000,38,83,67024
996,CCS1,6/7/2023 20:25,6/7/2023 20:57,33,66604.0,174408,250149,1,10000,8000,28,87,107244
1016,CCS1,6/12/2023 12:34,6/12/2023 13:06,33,6724.5,19524,24000,0,50000,40000,83,95,53235
1017,CCS1,6/12/2023 15:17,6/12/2023 15:49,33,16777.0,55434,58368,0,10000,8000,46,97,31251
1124,CCS1,7/3/2023 12:25,7/3/2023 12:57,33,23465.0,61518,353265,1,10000,8000,62,89,82562
1175,CCS2,4/25/2022 16:54,4/25/2022 17:26,33,38843.0,137352,352230,1,10000,8000,30,81,72355
1179,CCS2,4/26/2022 12:04,4/26/2022 12:36,33,10796.0,27429,30300,0,10000,8000,7,100,11028
1183,CCS2,4/27/2022 18:29,4/27/2022 19:01,33,62545.0,161937,174624,1,10000,8000,16,91,79224
1244,CCS2,6/9/2022 12:24,6/9/2022 12:56,33,31945.0,116280,159210,1,10000,8000,22,65,70576
1357,CCS2,10/17/2022 14:29,10/17/2022 15:01,33,55804.0,167985,176505,1,10000,8000,7,70,84149
1396,CCS2,10/25/2022 18:33,10/25/2022 19:05,33,28803.0,68913,352230,1,10000,8000,53,89,76008
1397,CCS2,10/26/2022 15:17,10/26/2022 15:49,33,28526.0,67143,352230,1,10000,8000,58,91,82120
1498,CCS2,11/18/2022 15:57,11/18/2022 16:29,33,22330.0,57093,109479,0,50000,40000,29,78,43291
1503,CCS2,11/19/2022 22:15,11/19/2022 22:47,33,11844.0,27231,30300,0,10000,8000,1,100,11365
1535,CCS2,2/19/2023 10:27,2/19/2023 10:59,33,10641.0,27474,30000,1,10000,8000,8,100,10988
1608,CCS2,3/17/2023 9:52,3/17/2023 10:24,33,26029.0,64962,109479,1,50000,40000,23,82,41911
1618,CCS2,3/21/2023 15:41,3/21/2023 16:13,33,29894.0,66606,352230,1,10000,8000,51,89,74735
1642,CCS2,3/28/2023 12:11,3/28/2023 12:43,33,38635.0,100650,176505,1,10000,8000,47,91,83398
1716,CCS2,4/22/2023 7:36,4/22/2023 8:08,33,33594.0,109866,270597,1,10000,8000,50,77,118201
1799,CCS2,6/12/2023 12:55,6/12/2023 13:27,33,57734.0,173568,249114,1,10000,8000,29,80,107544
1834,CCS2,6/21/2023 19:20,6/21/2023 19:52,33,23488.0,152070,312444,1,10000,8000,72,100,79663
1838,CCS2,6/22/2023 9:56,6/22/2023 10:28,33,43204.0,151857,312444,1,10000,8000,44,96,78930
1855,CCS2,6/27/2023 18:48,6/27/2023 19:20,33,57344.0,161394,174624,1,10000,8000,7,78,76728
1863,CCS2,6/30/2023 17:38,6/30/2023 18:10,33,38514.0,109275,223872,1,10000,8000,31,80,74670
1872,CCS2,7/3/2023 15:38,7/3/2023 16:10,33,21976.0,51519,55773,0,10000,8000,28,69,50932
44,CCS1,4/23/2022 11:20,4/23/2022 11:53,34,34199.0,89115,278007,1,10000,8000,42,83,79261
50,CCS1,4/24/2022 14:46,4/24/2022 15:19,34,69606.0,172398,175659,1,10000,8000,10,90,82657
63,CCS1,5/16/2022 13:24,5/16/2022 13:57,34,41843.0,147426,353265,1,10000,8000,34,90,70984
105,CCS1,5/23/2022 10:26,5/23/2022 10:59,34,48482.0,111291,175659,1,10000,8000,39,95,82246
114,CCS1,5/24/2022 20:25,5/24/2022 20:58,34,26636.0,86361,123081,0,42000,33600,14,87,34663
320,CCS1,10/17/2022 17:37,10/17/2022 18:10,34,38620.0,95286,353265,1,10000,8000,38,89,71939
324,CCS1,10/18/2022 15:57,10/18/2022 16:30,34,32903.0,78678,160245,0,10000,8000,34,80,67952
350,CCS1,10/23/2022 11:45,10/23/2022 12:18,34,22642.0,52281,179418,1,10000,8000,38,79,52463
400,CCS1,10/30/2022 13:58,10/30/2022 14:31,34,36025.0,90075,121257,1,10000,8000,28,71,79590
423,CCS1,11/3/2022 11:19,11/3/2022 11:52,34,45912.3,163935,177540,1,10000,8000,51,100,89014
430,CCS1,11/4/2022 10:16,11/4/2022 10:49,34,23927.0,61710,353265,1,10000,8000,69,95,87392
435,CCS1,11/4/2022 18:43,11/4/2022 19:16,34,60025.0,147252,367872,1,10000,8000,25,93,83858
451,CCS1,11/5/2022 22:39,11/5/2022 23:12,34,45384.0,128772,192417,1,77600,62080,26,76,86230
499,CCS1,11/11/2022 16:24,11/11/2022 16:57,34,47961.0,132573,353265,1,10000,8000,25,81,81362
519,CCS1,11/14/2022 17:22,11/14/2022 17:55,34,45101.0,156705,353265,1,10000,8000,32,85,80841
536,CCS1,11/16/2022 12:47,11/16/2022 13:20,34,53205.0,159726,353265,1,10000,8000,20,87,75440
583,CCS1,11/23/2022 13:09,11/23/2022 13:42,34,17363.0,45915,138441,1,10000,8000,24,95,23232
759,CCS1,3/24/2023 17:36,3/24/2023 18:09,34,48202.0,126747,224907,1,10000,8000,11,72,75081
768,CCS1,3/26/2023 21:23,3/26/2023 21:56,34,27852.0,64905,121257,1,10000,8000,49,79,88198
817,CCS1,4/4/2023 19:09,4/4/2023 19:42,34,32378.0,95529,123921,0,10000,8000,22,75,58036
820,CCS1,4/4/2023 23:14,4/4/2023 23:47,34,42280.0,113685,367872,1,10000,8000,50,96,87317
875,CCS1,4/17/2023 19:36,4/17/2023 20:09,34,42074.0,133026,353265,1,10000,8000,30,87,70123
920,CCS1,5/8/2023 17:06,5/8/2023 17:39,34,24100.0,60777,224907,1,10000,8000,34,80,49772
1204,CCS2,5/21/2022 13:29,5/21/2022 14:02,34,36373.0,131880,352230,1,10000,8000,41,90,70519
1309,CCS2,7/18/2022 10:36,7/18/2022 11:09,34,57605.0,166851,176505,1,10000,8000,35,100,84192
1373,CCS2,10/20/2022 9:43,10/20/2022 10:16,34,30731.0,72021,159210,0,10000,8000,37,80,67894
1409,CCS2,10/29/2022 8:35,10/29/2022 9:08,34,19000.0,51585,223872,1,10000,8000,77,100,78478
1438,CCS2,11/2/2022 23:08,11/2/2022 23:41,34,40617.0,135801,224409,1,10000,8000,38,81,89735
1440,CCS2,11/3/2022 11:42,11/3/2022 12:15,34,28696.0,76383,352230,1,10000,8000,57,94,73679
1468,CCS2,11/12/2022 12:19,11/12/2022 12:52,34,21840.0,62169,92595,0,10000,8000,50,80,69160
1471,CCS2,11/12/2022 17:52,11/12/2022 18:25,34,24176.0,56253,120222,1,10000,8000,37,67,76557
1634,CCS2,3/26/2023 17:13,3/26/2023 17:46,34,24668.0,80460,116328,1,10000,8000,15,52,63337
1695,CCS2,4/12/2023 20:02,4/12/2023 20:35,34,29505.0,62922,223872,1,10000,8000,24,63,71871
41,CCS1,4/22/2022 18:12,4/22/2022 18:46,35,44876.0,156669,353265,1,10000,8000,30,90,71054
52,CCS1,4/25/2022 18:57,4/25/2022 19:31,35,47019.0,120489,160245,1,10000,8000,14,76,72045
68,CCS1,5/17/2022 12:27,5/17/2022 13:01,35,70921.0,163908,175659,1,10000,8000,6,88,82165
149,CCS1,6/6/2022 19:32,6/6/2022 20:06,35,37563.0,109299,353265,1,10000,8000,46,95,72826
159,CCS1,6/8/2022 12:19,6/8/2022 12:53,35,37960.0,84612,93630,1,10000,8000,16,70,66781
205,CCS1,6/17/2022 21:34,6/17/2022 22:08,35,40507.0,158013,353265,1,10000,8000,40,94,71276
206,CCS1,6/18/2022 9:52,6/18/2022 10:26,35,63951.0,171012,177540,1,10000,8000,16,90,82099
211,CCS1,6/18/2022 19:53,6/18/2022 20:27,35,60103.0,169257,175659,1,10000,8000,30,100,81568
226,CCS1,7/12/2022 19:01,7/12/2022 19:35,35,60628.0,150483,367872,1,10000,8000,19,89,82281
248,CCS1,7/17/2022 10:39,7/17/2022 11:13,35,36553.0,91884,160245,1,10000,8000,40,87,73884
322,CCS1,10/18/2022 13:43,10/18/2022 14:17,35,7458.2,23460,56808,0,10000,8000,11,82,9979
370,CCS1,10/25/2022 19:04,10/25/2022 19:38,35,32714.6,92457,353265,1,10000,8000,53,90,83997
388,CCS1,10/28/2022 17:26,10/28/2022 18:00,35,30586.0,87867,353265,1,10000,8000,55,94,74523
404,CCS1,10/31/2022 9:25,10/31/2022 9:59,35,46218.0,111918,232965,1,10000,8000,10,83,60155
545,CCS1,11/18/2022 2:50,11/18/2022 3:24,35,55663.0,160251,353265,1,10000,8000,11,89,67795
558,CCS1,11/20/2022 8:31,11/20/2022 9:05,35,22127.0,52662,110514,0,50000,40000,29,79,42040
580,CCS1,11/22/2022 22:36,11/22/2022 23:10,35,56303.0,158949,353265,1,10000,8000,14,79,82289
623,CCS1,2/20/2023 9:12,2/20/2023 9:46,35,16305.0,37641,252297,1,10000,8000,44,74,51633
747,CCS1,3/22/2023 14:43,3/22/2023 15:17,35,42756.0,143442,353265,1,10000,8000,32,89,71260
772,CCS1,3/28/2023 11:25,3/28/2023 11:59,35,28589.0,68460,353265,1,10000,8000,59,90,87583
804,CCS1,4/2/2023 13:22,4/2/2023 13:56,35,36512.0,98397,353265,1,10000,8000,42,89,73801
882,CCS1,4/19/2023 14:04,4/19/2023 14:38,35,55705.0,162666,177540,1,10000,8000,13,80,78985
988,CCS1,5/29/2023 14:49,5/29/2023 15:23,35,14951.0,55524,58368,0,10000,8000,53,99,30877
1029,CCS1,6/14/2023 21:39,6/14/2023 22:13,35,32909.0,79494,353265,1,10000,8000,44,84,78159
1114,CCS1,7/1/2023 10:26,7/1/2023 11:00,35,51272.0,136806,250149,1,10000,8000,48,93,108241
1129,CCS1,7/4/2023 20:52,7/4/2023 21:26,35,25798.0,74733,121257,0,10000,8000,57,88,79033
1211,CCS2,5/23/2022 16:49,5/23/2022 17:23,35,48943.0,165801,176505,1,10000,8000,11,67,83028
1217,CCS2,5/25/2022 17:26,5/25/2022 18:00,35,53477.0,167541,176505,1,10000,8000,42,99,89128
1391,CCS2,10/24/2022 11:59,10/24/2022 12:33,35,32792.0,99744,178383,1,10000,8000,10,68,53711
1481,CCS2,11/15/2022 13:22,11/15/2022 13:56,35,56214.0,149913,366837,1,10000,8000,3,66,84767
1553,CCS2,2/27/2023 10:48,2/27/2023 11:22,35,29277.0,64362,159210,0,10000,8000,29,67,73193
1659,CCS2,4/1/2023 13:12,4/1/2023 13:46,35,35476.0,100149,178383,1,10000,8000,18,82,52651
1693,CCS2,4/9/2023 16:59,4/9/2023 17:33,35,21112.0,55170,57333,1,10000,8000,22,91,29067
1875,CCS2,7/3/2023 21:00,7/3/2023 21:34,35,49411.0,151221,223872,1,10000,8000,18,84,71111
30,CCS1,4/19/2022 19:20,4/19/2022 19:55,36,47194.0,157566,353265,1,10000,8000,26,90,70054
139,CCS1,6/5/2022 11:46,6/5/2022 12:21,36,48628.0,159693,353265,1,10000,8000,23,90,68950
286,CCS1,10/13/2022 10:32,10/13/2022 11:07,36,49735.0,125904,160245,0,10000,8000,13,80,70520
288,CCS1,10/13/2022 13:23,10/13/2022 13:58,36,48875.0,149673,192417,1,68400,41040,21,90,67292
289,CCS1,10/13/2022 15:31,10/13/2022 16:06,36,59335.0,157527,353265,1,10000,8000,6,83,73215
301,CCS1,10/14/2022 21:41,10/14/2022 22:16,36,36383.0,104439,353265,1,10000,8000,47,89,82275
429,CCS1,11/4/2022 9:07,11/4/2022 9:42,36,29025.0,80199,192417,1,79900,63920,59,90,88948
448,CCS1,11/5/2022 19:05,11/5/2022 19:40,36,34229.0,75099,160245,0,10000,8000,27,74,69186
449,CCS1,11/5/2022 20:19,11/5/2022 20:54,36,17042.0,65496,110514,1,50000,40000,56,90,47617
490,CCS1,11/10/2022 19:00,11/10/2022 19:35,36,39761.0,88989,224907,1,10000,8000,23,75,72640
491,CCS1,11/10/2022 20:04,11/10/2022 20:39,36,56348.0,159927,353265,1,10000,8000,9,89,66905
574,CCS1,11/22/2022 14:09,11/22/2022 14:44,36,39254.0,97773,229743,1,10000,8000,12,91,47204
721,CCS1,3/16/2023 20:43,3/16/2023 21:18,36,39226.0,114438,353265,1,10000,8000,40,91,73068
737,CCS1,3/18/2023 19:05,3/18/2023 19:40,36,46554.0,156264,353265,1,10000,8000,25,87,71333
757,CCS1,3/24/2023 13:02,3/24/2023 13:37,36,38641.0,125148,353265,1,10000,8000,38,89,71978
765,CCS1,3/26/2023 15:49,3/26/2023 16:24,36,31979.0,68610,353265,1,10000,8000,50,89,77898
852,CCS1,4/13/2023 15:25,4/13/2023 16:00,36,41086.0,128655,353265,1,10000,8000,34,89,70967
867,CCS1,4/16/2023 14:57,4/16/2023 15:32,36,58269.0,156600,353265,1,10000,8000,8,83,73817
889,CCS1,4/20/2023 22:03,4/20/2023 22:38,36,23783.0,65076,121257,0,10000,8000,64,93,77910
950,CCS1,5/17/2023 8:40,5/17/2023 9:15,36,38549.0,116199,353265,1,10000,8000,41,89,76295
997,CCS1,6/8/2023 6:26,6/8/2023 7:01,36,16800.0,45741,179418,1,10000,8000,70,99,55034
1010,CCS1,6/9/2023 18:35,6/9/2023 19:10,36,40843.0,137766,353265,1,10000,8000,37,92,70547
1021,CCS1,6/13/2023 8:27,6/13/2023 9:02,36,44848.0,110370,194430,1,76840,61472,33,90,74746
1052,CCS1,6/19/2023 21:53,6/19/2023 22:28,36,48599.0,113472,138441,0,10000,8000,20,89,66912
1070,CCS1,6/23/2023 15:23,6/23/2023 15:58,36,46726.0,149856,353265,1,10000,8000,27,86,75237
1097,CCS1,6/28/2023 17:10,6/28/2023 17:45,36,41785.0,132201,353265,1,10000,8000,30,83,74912
1100,CCS1,6/28/2023 21:35,6/28/2023 22:10,36,36018.0,108261,121257,0,10000,8000,37,81,77766
1163,CCS2,4/22/2022 14:24,4/22/2022 14:59,36,66791.0,164223,176505,1,10000,8000,17,90,86920
1315,CCS2,7/19/2022 22:30,7/19/2022 23:05,36,44117.0,114261,178383,1,10000,8000,7,80,57413
1335,CCS2,10/13/2022 8:58,10/13/2022 9:33,36,33800.0,120630,228708,1,10000,8000,38,84,69804
1402,CCS2,10/27/2022 18:55,10/27/2022 19:30,36,50697.0,149517,366837,1,10000,8000,4,62,83038
1460,CCS2,11/11/2022 11:13,11/11/2022 11:48,36,29158.0,64593,178383,1,10000,8000,26,80,51296
1467,CCS2,11/12/2022 11:09,11/12/2022 11:44,36,47322.0,119478,146253,0,10000,8000,16,68,86454
1525,CCS2,2/14/2023 17:10,2/14/2023 17:45,36,22343.0,50937,122046,0,42000,33600,23,85,34237
1559,CCS2,2/28/2023 14:27,2/28/2023 15:02,36,33345.0,74250,221187,1,10000,8000,39,80,77263
1613,CCS2,3/19/2023 0:43,3/19/2023 1:18,36,40124.0,123288,223872,1,10000,8000,2,80,48869
1621,CCS2,3/22/2023 11:24,3/22/2023 11:59,36,41710.0,96777,137406,0,10000,8000,30,89,67160
1649,CCS2,3/29/2023 15:47,3/29/2023 16:22,36,19242.0,61728,92595,0,10000,8000,54,80,70307
1700,CCS2,4/16/2023 20:27,4/16/2023 21:02,36,41142.0,126390,228708,1,10000,8000,20,80,65142
1728,CCS2,5/9/2023 15:58,5/9/2023 16:33,36,53408.0,168849,176505,1,10000,8000,42,100,87479
